CIRCUIT_NAME,ICAWOF_UNILOAD,ICAWOF_UNIGENERATION,ICAWOF_PVGENERATION
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.8,0.0,0.1
116,1.8,0.0,0.1
116,1.8,0.0,0.1
116,1.8,0.0,0.1
116,1.8,0.0,0.1
116,1.8,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
69,1.8,0.0,0.1
69,1.8,0.0,0.1
69,1.8,0.0,0.1
69,1.8,0.0,0.1
69,1.8,0.0,0.1
69,1.8,0.0,0.1
69,1.8,0.0,0.1
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
120,1.8,0.0,0.1
120,1.8,0.0,0.1
120,1.8,0.0,0.1
120,1.8,0.0,0.1
64,2.1,0.5,2.8000000000000003
64,2.1,0.5,2.8000000000000003
64,2.1,0.5,2.8000000000000003
64,2.1,0.5,2.8000000000000003
64,2.1,0.5,2.8000000000000003
64,1.9000000000000001,0.5,2.4
64,2.2,0.5,2.8000000000000003
64,2.2,0.5,2.8000000000000003
64,2.2,0.5,2.8000000000000003
64,2.2,0.5,2.8000000000000003
64,2.2,0.5,2.8000000000000003
64,2.0,0.5,2.7
64,2.0,0.5,2.7
64,2.0,0.5,2.7
64,2.1,0.5,2.8000000000000003
64,2.1,0.5,2.8000000000000003
64,2.1,0.5,2.8000000000000003
64,2.1,0.5,2.8000000000000003
64,2.1,0.5,2.8000000000000003
64,2.1,0.0,0.2
64,2.1,0.0,0.2
64,2.1,0.0,0.2
64,2.1,0.0,0.2
64,2.2,0.5,2.8000000000000003
64,2.2,0.5,2.8000000000000003
64,2.2,0.5,2.8000000000000003
64,1.9000000000000001,0.5,1.8
64,1.9000000000000001,0.5,1.8
64,1.9000000000000001,0.5,1.8
64,1.7,0.5,1.8
64,1.7,0.5,1.8
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.8,0.0,0.1
116,1.8,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.8,0.0,0.1
116,1.8,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.8,0.0,0.1
116,1.8,0.0,0.1
116,1.8,0.0,0.1
116,1.8,0.0,0.1
116,1.8,0.0,0.1
116,1.8,0.0,0.1
116,1.8,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.8,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.6,0.0,0.1
116,1.8,0.0,0.1
116,1.5,0.0,0.1
116,1.5,0.0,0.1
116,1.5,0.0,0.1
116,1.5,0.0,0.1
116,1.5,0.0,0.1
116,1.5,0.0,0.1
116,1.5,0.0,0.1
116,1.5,0.0,0.1
116,1.5,0.0,0.1
116,1.4000000000000001,0.0,0.1
116,1.4000000000000001,0.0,0.1
116,1.4000000000000001,0.0,0.1
116,1.4000000000000001,0.0,0.1
116,1.4000000000000001,0.0,0.1
116,1.4000000000000001,0.0,0.1
116,1.4000000000000001,0.0,0.1
116,1.4000000000000001,0.0,0.1
116,1.4000000000000001,0.0,0.1
116,1.4000000000000001,0.0,0.1
116,1.4000000000000001,0.0,0.1
116,1.4000000000000001,0.0,0.1
116,1.4000000000000001,0.0,0.1
116,1.4000000000000001,0.5,1.8
116,1.4000000000000001,0.5,1.8
116,1.4000000000000001,0.5,1.8
116,1.4000000000000001,0.5,1.8
116,1.4000000000000001,0.5,1.9000000000000001
116,1.4000000000000001,0.5,1.9000000000000001
116,1.4000000000000001,0.5,1.9000000000000001
116,1.4000000000000001,0.5,1.9000000000000001
116,1.4000000000000001,0.5,1.9000000000000001
116,1.5,0.5,2.1
116,1.5,0.5,2.1
116,1.5,0.5,2.1
116,1.5,0.5,2.1
116,1.5,0.5,2.1
116,1.5,0.5,2.0
116,1.5,0.5,2.0
116,1.5,0.5,2.0
116,1.5,0.5,2.0
116,1.5,0.5,2.0
116,1.5,0.5,2.0
116,1.2,0.5,1.2
116,1.2,0.5,1.2
116,1.2,0.5,1.2
116,1.2,0.5,1.2
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
116,1.7,0.0,0.1
64,2.2,0.5,2.8000000000000003
64,2.2,0.5,2.8000000000000003
64,2.2,0.5,2.8000000000000003
462,2.5,0.0,0.1
462,2.5,0.0,0.1
462,2.5,0.0,0.1
462,2.5,0.0,0.1
462,2.5,0.0,0.1
120,1.3,0.0,0.1
120,1.3,0.0,0.1
462,2.5,0.0,0.1
462,2.5,0.0,0.1
462,2.5,0.0,0.1
59,0.3,0.0,0.2
59,0.3,0.0,0.2
59,0.3,0.0,0.2
120,1.3,0.0,0.1
120,1.3,0.0,0.1
120,1.3,0.0,0.1
120,1.3,0.0,0.1
120,1.3,0.0,0.1
120,1.9000000000000001,0.0,0.1
120,1.9000000000000001,0.0,0.1
120,1.9000000000000001,0.0,0.1
462,1.7,0.0,0.1
462,1.7,0.0,0.1
462,2.5,0.0,0.1
462,2.5,0.0,0.1
120,1.5,0.0,0.1
120,1.5,0.0,0.1
120,1.5,0.0,0.1
120,1.5,0.0,0.1
460,2.5,0.0,0.2
460,2.5,0.0,0.2
114,1.5,0.5,1.8
114,1.5,0.5,1.8
114,1.5,0.5,1.8
114,1.5,0.5,1.8
114,1.5,0.5,1.8
114,1.5,0.5,1.8
114,1.5,0.5,1.8
114,1.5,0.5,1.8
462,2.5,0.0,0.1
462,2.5,0.0,0.1
462,2.5,0.0,0.1
462,2.5,0.0,0.1
462,2.5,0.0,0.1
462,2.5,0.0,0.1
462,2.5,0.0,0.1
462,2.5,0.0,0.1
462,2.5,0.0,0.1
462,2.5,0.0,0.1
462,2.5,0.0,0.1
462,2.5,0.0,0.1
59,1.9000000000000001,0.0,0.2
59,1.9000000000000001,0.0,0.2
59,1.9000000000000001,0.0,0.2
59,1.9000000000000001,0.0,0.2
59,1.9000000000000001,0.0,0.2
59,2.0,0.0,0.2
59,2.0,0.0,0.2
59,2.0,0.0,0.2
116,1.6,0.0,0.1
64,2.2,0.5,2.8000000000000003
64,2.2,0.5,2.8000000000000003
64,2.2,0.5,2.8000000000000003
462,2.6,0.0,0.1
462,2.6,0.0,0.1
462,2.6,0.0,0.1
59,1.7,0.0,0.2
59,1.7,0.0,0.2
59,1.7,0.0,0.2
59,1.7,0.0,0.2
59,1.7,0.0,0.2
59,1.7,0.0,0.2
59,1.7,0.0,0.2
59,1.7,0.0,0.2
114,1.8,0.5,2.1
114,1.8,0.5,2.1
120,1.8,0.0,0.1
120,1.8,0.0,0.1
120,1.8,0.0,0.1
120,1.8,0.0,0.1
120,1.8,0.0,0.1
120,2.0,0.0,0.1
120,2.0,0.0,0.1
120,1.8,0.0,0.1
120,1.8,0.0,0.1
69,1.7,0.0,0.1
69,1.7,0.0,0.1
69,1.7,0.0,0.1
69,1.7,0.0,0.1
69,1.7,0.0,0.1
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
120,1.9000000000000001,0.0,0.1
120,1.9000000000000001,0.0,0.1
120,1.9000000000000001,0.0,0.1
120,1.9000000000000001,0.0,0.1
59,0.3,0.0,0.2
59,0.3,0.0,0.2
59,0.3,0.0,0.2
59,0.3,0.0,0.2
120,1.8,0.0,0.1
116,1.9000000000000001,0.5,2.2
116,1.9000000000000001,0.5,2.2
116,1.9000000000000001,0.5,2.2
116,1.9000000000000001,0.5,2.2
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.2,0.6,2.3000000000000003
114,2.1,0.6,2.3000000000000003
114,2.1,0.6,2.3000000000000003
114,2.1,0.6,2.3000000000000003
114,2.1,0.6,2.3000000000000003
116,1.9000000000000001,0.5,2.2
116,1.9000000000000001,0.5,2.2
116,1.9000000000000001,0.5,2.2
116,1.9000000000000001,0.5,2.2
59,2.0,0.0,0.1
59,2.0,0.0,0.1
59,2.0,0.0,0.1
59,2.0,0.0,0.1
59,2.0,0.0,0.1
59,2.0,0.0,0.1
64,2.2,0.5,2.8000000000000003
64,2.2,0.5,2.8000000000000003
64,2.2,0.5,2.8000000000000003
64,2.2,0.5,2.8000000000000003
462,1.7,0.0,0.1
462,1.7,0.0,0.1
462,1.7,0.0,0.1
462,1.7,0.0,0.1
462,1.7,0.0,0.1
462,1.7,0.0,0.1
462,1.7,0.0,0.1
462,1.7,0.0,0.1
462,1.7,0.0,0.1
462,1.7,0.0,0.1
462,1.7,0.0,0.1
462,1.7,0.0,0.1
462,1.7,0.0,0.1
462,1.7,0.0,0.1
462,1.7,0.0,0.1
59,2.0,0.0,0.1
59,2.0,0.0,0.1
59,2.0,0.0,0.1
59,2.0,0.0,0.1
59,2.0,0.0,0.1
59,2.0,0.0,0.1
65,1.6,0.6,1.8
65,1.6,0.6,1.8
65,1.7,0.6,1.8
65,1.7,0.6,1.8
65,1.7,0.6,1.8
1085,1.4000000000000001,0.6,4.0
1085,1.4000000000000001,0.6,4.0
1085,1.4000000000000001,0.6,4.0
65,1.7,0.6,1.8
65,1.7,0.6,1.8
1085,1.4000000000000001,0.6,4.0
1085,1.4000000000000001,0.6,4.0
198,3.3000000000000003,0.0,0.0
198,3.3000000000000003,0.0,0.0
198,3.3000000000000003,0.0,0.0
198,3.3000000000000003,0.0,0.0
198,3.3000000000000003,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,1.9000000000000001,0.0,0.0
198,1.9000000000000001,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,6.1000000000000005,0.0,0.0
198,6.1000000000000005,0.0,0.0
198,1.9000000000000001,0.0,0.0
198,1.9000000000000001,0.0,0.0
198,1.9000000000000001,0.0,0.0
198,1.9000000000000001,0.0,0.0
198,1.9000000000000001,0.0,0.0
198,4.0,0.0,0.0
198,4.0,0.0,0.0
198,4.0,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,4.0,0.0,0.0
198,4.0,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,2.7,0.0,0.0
198,2.7,0.0,0.0
198,2.7,0.0,0.0
198,2.7,0.0,0.0
198,2.6,0.0,0.0
198,2.8000000000000003,0.0,0.0
198,2.8000000000000003,0.0,0.0
198,2.5,0.0,0.0
198,2.5,0.0,0.0
198,2.6,0.0,0.0
198,2.6,0.0,0.0
198,2.4,0.0,0.0
198,2.4,0.0,0.0
198,2.3000000000000003,0.0,0.0
198,2.3000000000000003,0.0,0.0
198,1.9000000000000001,0.0,0.0
198,1.9000000000000001,0.0,0.0
198,1.9000000000000001,0.0,0.0
198,1.9000000000000001,0.0,0.0
198,1.9000000000000001,0.0,0.0
198,1.9000000000000001,0.0,0.0
1085,1.3,0.6,4.0
1085,1.3,0.6,4.0
1085,1.3,0.6,4.0
1085,1.3,0.6,4.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.7,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
65,1.5,0.6,1.8
65,1.5,0.6,1.8
65,1.5,0.6,1.8
65,1.5,0.6,1.8
65,1.5,0.6,1.8
65,1.5,0.6,1.8
65,1.5,0.6,1.8
65,1.5,0.6,1.8
65,1.5,0.6,1.8
65,1.5,0.6,1.8
65,1.5,0.6,1.8
65,1.5,0.6,1.8
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
65,1.6,0.6,1.8
65,1.6,0.6,1.8
65,1.6,0.6,1.8
65,1.6,0.6,1.8
65,1.5,0.6,1.8
65,1.5,0.6,1.8
65,1.5,0.6,1.8
65,1.6,0.6,1.8
65,1.6,0.6,1.8
65,1.6,0.6,1.8
65,1.6,0.6,1.8
65,1.6,0.6,1.8
65,1.6,0.6,1.8
65,1.6,0.6,1.8
65,1.6,0.6,1.8
65,1.6,0.6,1.8
65,1.6,0.6,1.8
65,1.6,0.6,1.8
65,1.6,0.6,1.8
198,4.0,0.0,0.0
198,4.0,0.0,0.0
198,4.0,0.0,0.0
198,4.0,0.0,0.0
198,4.0,0.0,0.0
198,4.0,0.0,0.0
198,4.0,0.0,0.0
198,4.0,0.0,0.0
198,4.0,0.0,0.0
198,3.3000000000000003,0.0,0.0
198,3.3000000000000003,0.0,0.0
198,3.3000000000000003,0.0,0.0
198,3.3000000000000003,0.0,0.0
198,3.3000000000000003,0.0,0.0
198,3.3000000000000003,0.0,0.0
198,3.3000000000000003,0.0,0.0
198,3.3000000000000003,0.0,0.0
198,3.3000000000000003,0.0,0.0
198,3.3000000000000003,0.0,0.0
198,3.3000000000000003,0.0,0.0
198,3.3000000000000003,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.1,0.0,0.0
198,3.1,0.0,0.0
198,3.0,0.0,0.0
198,3.0,0.0,0.0
198,1.8,0.0,0.0
198,1.8,0.0,0.0
198,1.8,0.0,0.0
65,1.5,0.6,1.8
65,1.5,0.6,1.8
198,3.7,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
198,3.9,0.0,0.0
